CUI	preferred_text	alias_text	AUI	STT	ISPREF	SAB	TTY
C0027831	Neurofibromatosis type 1 (disorder)	Neurofibromatosis type 1 (disorder)	A29552904	PF	Y	SNOMEDCT_US	FN
C0027831	Neurofibromatosis type 1 (disorder)	Neurofibromatosis, type 1 (disorder)	A29513840	VO	Y	SNOMEDCT_US	OF
C0027831	Neurofibromatosis type 1 (disorder)	NF1 - Neurofibromatosis type 1	A29516847	PF	Y	SNOMEDCT_US	SY
C0027831	Neurofibromatosis type 1 (disorder)	Neurofibromatosis, peripheral type	A24089740	VC	N	SNOMEDCT_US	OAS
C0027831	Neurofibromatosis type 1 (disorder)	Neurofibromatosis, peripheral type	A24084542	VC	Y	SNOMEDCT_US	SY
C0027832	Neurofibromatosis type 2 (disorder)	Neurofibromatosis 2	A24268084	PF	N	SNOMEDCT_US	OAP
C0027832	Neurofibromatosis type 2 (disorder)	Bilateral acoustic neurofibromatosis	A24259686	VCW	N	SNOMEDCT_US	OAS
C0027832	Neurofibromatosis type 2 (disorder)	Bilateral acoustic neurofibromatosis	A2997755	VCW	Y	SNOMEDCT_US	SY
C0027832	Neurofibromatosis type 2 (disorder)	Neurofibromatosis type 2	A24252387	VC	Y	SNOMEDCT_US	PT
C0027832	Neurofibromatosis type 2 (disorder)	Neurofibromatosis, type 2	A24260019	VC	N	SNOMEDCT_US	OP
C0027832	Neurofibromatosis type 2 (disorder)	BANF - Bilateral acoustic neurofibromatosis	A3240870	PF	Y	SNOMEDCT_US	SY
C0027832	Neurofibromatosis type 2 (disorder)	Neurofibromatosis 2 (disorder)	A24236562	PF	Y	SNOMEDCT_US	OAF
C0027832	Neurofibromatosis type 2 (disorder)	Familial vestibular schwannoma	A24244264	PF	N	SNOMEDCT_US	OAS
C0027832	Neurofibromatosis type 2 (disorder)	Familial vestibular schwannoma	A24246157	PF	Y	SNOMEDCT_US	SY
C0027832	Neurofibromatosis type 2 (disorder)	Familial acoustic neuroma	A24233619	PF	N	SNOMEDCT_US	OAS
C0027832	Neurofibromatosis type 2 (disorder)	Familial acoustic neuroma	A24261064	PF	Y	SNOMEDCT_US	SY
C0027832	Neurofibromatosis type 2 (disorder)	NF2	A24263831	PF	N	SNOMEDCT_US	OAS
C0027832	Neurofibromatosis type 2 (disorder)	NF2	A24255133	PF	Y	SNOMEDCT_US	SY
C0027832	Neurofibromatosis type 2 (disorder)	Neurofibromatosis type 2 (disorder)	A24244900	PF	Y	SNOMEDCT_US	FN
C0027832	Neurofibromatosis type 2 (disorder)	Neurofibromatosis, type 2 (disorder)	A24250566	VO	Y	SNOMEDCT_US	OF
C0027832	Neurofibromatosis type 2 (disorder)	Neurofibromatosis, central type	A24241324	PF	N	SNOMEDCT_US	OAS
C0027832	Neurofibromatosis type 2 (disorder)	Neurofibromatosis, central type	A24259201	PF	N	SNOMEDCT_US	SY
C0029419	Osteocalcin (substance)	Osteocalcin	A22919581	PF	N	SNOMEDCT_US	OAP
C0029419	Osteocalcin (substance)	Osteocalcin	A2884891	PF	N	SNOMEDCT_US	PT
C0029419	Osteocalcin (substance)	Osteocalcin	A4713667	PF	N	SNOMEDCT_US	OF
C0029419	Osteocalcin (substance)	Bone gla protein	A3103237	VCW	Y	SNOMEDCT_US	SY
C0029419	Osteocalcin (substance)	Osteocalcin (substance)	A22997505	PF	N	SNOMEDCT_US	OAF
C0029419	Osteocalcin (substance)	Osteocalcin (substance)	A3604469	PF	Y	SNOMEDCT_US	FN
C0030125	Product containing para-aminosalicylic acid (medicinal product)	Aminosalicylic acid	A28448785	VC	N	SNOMEDCT_US	IS
C0030125	Product containing para-aminosalicylic acid (medicinal product)	Aminosalicylic acid	A29545507	VC	N	SNOMEDCT_US	OP
C0030125	Product containing para-aminosalicylic acid (medicinal product)	Aminosalicylic acid	A30239491	VC	N	SNOMEDCT_US	OAP
C0030125	Product containing para-aminosalicylic acid (medicinal product)	Aminosalicylic acid	A30219386	VC	Y	SNOMEDCT_US	SY
C0030125	Product containing para-aminosalicylic acid (medicinal product)	4-aminosalicylic acid	A30245997	PF	N	SNOMEDCT_US	SY
C0030125	Product containing para-aminosalicylic acid (medicinal product)	4-Aminosalicylic acid	A29533816	VC	N	SNOMEDCT_US	IS
C0030125	Product containing para-aminosalicylic acid (medicinal product)	4-Aminosalicylic acid	A30213763	VC	N	SNOMEDCT_US	IS
C0030125	Product containing para-aminosalicylic acid (medicinal product)	p-Aminosalicylic acid	A29549289	VC	N	SNOMEDCT_US	IS
C0030125	Product containing para-aminosalicylic acid (medicinal product)	p-Aminosalicylic acid	A30243491	VC	N	SNOMEDCT_US	IS
C0030125	Product containing para-aminosalicylic acid (medicinal product)	p-aminosalicylic acid	A30265975	VC	Y	SNOMEDCT_US	SY
C0030125	Product containing para-aminosalicylic acid (medicinal product)	PAS	A29513216	PF	N	SNOMEDCT_US	IS
C0030125	Product containing para-aminosalicylic acid (medicinal product)	Para-aminosalicylic acid	A29518399	VC	N	SNOMEDCT_US	IS
C0030125	Product containing para-aminosalicylic acid (medicinal product)	Para-aminosalicylic acid	A2940584	VC	Y	SNOMEDCT_US	PT
C0030125	Product containing para-aminosalicylic acid (medicinal product)	PAS - para-aminosalicylic acid	A30236256	PF	Y	SNOMEDCT_US	SY
C0030125	Product containing para-aminosalicylic acid (medicinal product)	PAS - Para-aminosalicylic acid	A30200260	VC	N	SNOMEDCT_US	IS
C0030125	Product containing para-aminosalicylic acid (medicinal product)	Product containing aminosalicylic acid (medicinal product)	A30212017	PF	Y	SNOMEDCT_US	OF
C0030125	Product containing para-aminosalicylic acid (medicinal product)	Product containing aminosalicylic acid	A30192159	PF	Y	SNOMEDCT_US	IS
C0030125	Product containing para-aminosalicylic acid (medicinal product)	Para-aminosalicylic acid-containing product	A30259306	PF	Y	SNOMEDCT_US	PT
C0030125	Product containing para-aminosalicylic acid (medicinal product)	Product containing para-aminosalicylic acid (medicinal product)	A30259305	PF	Y	SNOMEDCT_US	FN
C0030125	Product containing para-aminosalicylic acid (medicinal product)	Para-aminosalicylic acid (substance)	A3616543	PF	Y	SNOMEDCT_US	FN
C0030125	Product containing para-aminosalicylic acid (medicinal product)	Aminosalicylic acid (substance)	A30200892	PF	Y	SNOMEDCT_US	OAF
C0030125	Product containing para-aminosalicylic acid (medicinal product)	Aminosalicylic acid product	A30212674	PF	Y	SNOMEDCT_US	OP
C0030125	Product containing para-aminosalicylic acid (medicinal product)	Aminosalicylic acid (product)	A28882443	VO	Y	SNOMEDCT_US	OF
C0030298	Pancreatic peptide (substance)	Pancreatic polypeptide	A22956826	VC	N	SNOMEDCT_US	OAP
C0030298	Pancreatic peptide (substance)	Pancreatic polypeptide	A2940534	VC	Y	SNOMEDCT_US	SY
C0030298	Pancreatic peptide (substance)	Pancreatic peptide	A3055152	PF	Y	SNOMEDCT_US	PT
C0030298	Pancreatic peptide (substance)	PP - Pancreatic polypeptide	A3179948	VCW	Y	SNOMEDCT_US	SY
C0030298	Pancreatic peptide (substance)	PPP - Pancreatic polypeptide	A3179959	PF	Y	SNOMEDCT_US	SY
C0030298	Pancreatic peptide (substance)	PP	A3054581	PF	Y	SNOMEDCT_US	SY
C0030298	Pancreatic peptide (substance)	Pancreatic peptide (substance)	A3615648	PF	Y	SNOMEDCT_US	FN
C0030298	Pancreatic peptide (substance)	Pancreatic polypeptide (substance)	A22817578	PF	Y	SNOMEDCT_US	OAF
C0030616	Parvalbumin (substance)	Parvalbumin	A3181325	VO	Y	SNOMEDCT_US	PT
C0030616	Parvalbumin (substance)	Parvalbumin (substance)	A3619388	PF	Y	SNOMEDCT_US	FN
C0031511	Chromaffinoma (disorder)	Pheochromocytoma	A22801915	PF	N	SNOMEDCT_US	OAS
C0031511	Chromaffinoma (disorder)	Pheochromocytoma	A22827261	PF	N	SNOMEDCT_US	OAS
C0031511	Chromaffinoma (disorder)	Pheochromocytoma	A22844159	PF	N	SNOMEDCT_US	OAS
C0031511	Chromaffinoma (disorder)	Pheochromocytoma	A23022489	PF	N	SNOMEDCT_US	OAS
C0031511	Chromaffinoma (disorder)	Phaeochromocytoma	A22863041	VO	N	SNOMEDCT_US	OAS
C0031511	Chromaffinoma (disorder)	Phaeochromocytoma	A22951658	VO	N	SNOMEDCT_US	OAS
C0031511	Chromaffinoma (disorder)	Phaeochromocytoma	A22986909	VO	N	SNOMEDCT_US	OAS
C0031511	Chromaffinoma (disorder)	Phaeochromocytoma	A22857599	VO	Y	SNOMEDCT_US	OAS
C0031511	Chromaffinoma (disorder)	Chromaffin paraganglioma	A22947699	PF	N	SNOMEDCT_US	OAP
C0031511	Chromaffinoma (disorder)	Chromaffin tumor	A22880114	PF	N	SNOMEDCT_US	OAS
C0031511	Chromaffinoma (disorder)	Chromaffin tumor	A2877351	PF	Y	SNOMEDCT_US	SY
C0031511	Chromaffinoma (disorder)	Chromaffin tumour	A23054498	VO	N	SNOMEDCT_US	OAS
C0031511	Chromaffinoma (disorder)	Chromaffin tumour	A3006828	VO	Y	SNOMEDCT_US	SYGB
C0031511	Chromaffinoma (disorder)	Chromaffinoma	A23038465	PF	N	SNOMEDCT_US	OAP
C0031511	Chromaffinoma (disorder)	Chromaffinoma	A2877354	PF	Y	SNOMEDCT_US	PT
C0031511	Chromaffinoma (disorder)	Chromaffin paraganglioma (disorder)	A22916584	PF	Y	SNOMEDCT_US	OAF
C0031511	Chromaffinoma (disorder)	Chromaffinoma (disorder)	A22975860	PF	N	SNOMEDCT_US	OAF
C0031511	Chromaffinoma (disorder)	Chromaffinoma (disorder)	A3352072	PF	Y	SNOMEDCT_US	FN
C0031617	Product containing lecithin (medicinal product)	Lecithin	A22971002	PF	N	SNOMEDCT_US	OAP
C0031617	Product containing lecithin (medicinal product)	Lecithin	A29556525	PF	N	SNOMEDCT_US	OP
C0031617	Product containing lecithin (medicinal product)	Lecithin	A4712945	PF	N	SNOMEDCT_US	OF
C0031617	Product containing lecithin (medicinal product)	Lecithin product	A28909010	PF	N	SNOMEDCT_US	OP
C0031617	Product containing lecithin (medicinal product)	Lecithin-containing product	A30265207	PF	Y	SNOMEDCT_US	PT
C0031617	Product containing lecithin (medicinal product)	Product containing lecithin	A30192193	VCW	Y	SNOMEDCT_US	IS
C0031617	Product containing lecithin (medicinal product)	Product containing lecithin (medicinal product)	A28901312	PF	Y	SNOMEDCT_US	FN
C0031617	Product containing lecithin (medicinal product)	Lecithin product (product)	A28900076	PF	Y	SNOMEDCT_US	OF
C0031617	Product containing lecithin (medicinal product)	Lecithin product (substance)	A5003445	PF	Y	SNOMEDCT_US	OF
C0031617	Product containing lecithin (medicinal product)	Lecithin (substance)	A22894746	PF	Y	SNOMEDCT_US	OAF
C0032052	Human placental lactogen (substance)	Human placental lactogen	A22813783	VC	N	SNOMEDCT_US	OAS
C0032052	Human placental lactogen (substance)	Human placental lactogen	A23000775	VC	N	SNOMEDCT_US	OAS
C0032052	Human placental lactogen (substance)	Human placental lactogen	A3031346	VC	Y	SNOMEDCT_US	PT
C0032052	Human placental lactogen (substance)	Choriomammotropin	A27174877	PF	Y	SNOMEDCT_US	SY
C0032052	Human placental lactogen (substance)	Human chorionic somatomammotropin	A3031180	VCW	Y	SNOMEDCT_US	SY
C0032052	Human placental lactogen (substance)	Chorionic somatomammotrophin	A3109806	PF	Y	SNOMEDCT_US	SY
C0032052	Human placental lactogen (substance)	HCS	A3027401	PF	Y	SNOMEDCT_US	SY
C0032052	Human placental lactogen (substance)	HPL	A3027630	PF	Y	SNOMEDCT_US	SY
C0032052	Human placental lactogen (substance)	hPL - Human placental lactogen	A3229433	VC	Y	SNOMEDCT_US	SY
C0032052	Human placental lactogen (substance)	Human plac. lactogen	A22992363	PF	N	SNOMEDCT_US	OAS
C0032052	Human placental lactogen (substance)	Human plac. lactogen	A22969215	PF	Y	SNOMEDCT_US	OAS
C0032052	Human placental lactogen (substance)	Human placental lactogen (substance)	A3498465	PF	Y	SNOMEDCT_US	FN
C0032923	Prealbumin (substance)	Prealbumin	A2885752	PF	N	SNOMEDCT_US	PT
C0032923	Prealbumin (substance)	Transthyretin	A2887550	PF	N	SNOMEDCT_US	SY
C0032923	Prealbumin (substance)	Prealbumin (substance)	A3642280	PF	Y	SNOMEDCT_US	FN
C0033371	Product containing prolactin (medicinal product)	Prolactin	A2885846	PF	N	SNOMEDCT_US	PT
C0033371	Product containing prolactin (medicinal product)	Prolactin preparation	A29533901	PF	N	SNOMEDCT_US	OP
C0033371	Product containing prolactin (medicinal product)	Prl - Prolactin	A3060637	VC	Y	SNOMEDCT_US	SY
C0033371	Product containing prolactin (medicinal product)	Product containing prolactin (medicinal product)	A29495315	PF	Y	SNOMEDCT_US	FN
C0033371	Product containing prolactin (medicinal product)	Prolactin product	A30252652	PF	Y	SNOMEDCT_US	OP
C0033371	Product containing prolactin (medicinal product)	Prolactin-containing product	A30205817	PF	Y	SNOMEDCT_US	PT
C0033371	Product containing prolactin (medicinal product)	Product containing prolactin	A30252072	VCW	Y	SNOMEDCT_US	IS
C0033371	Product containing prolactin (medicinal product)	Prolactin preparation (product)	A29555244	PF	Y	SNOMEDCT_US	OF
C0033371	Product containing prolactin (medicinal product)	Prolactin preparation (substance)	A5025167	PF	Y	SNOMEDCT_US	OF
C0033371	Product containing prolactin (medicinal product)	Prolactin (substance)	A3648906	PF	Y	SNOMEDCT_US	FN
C0034786	Androgen receptor (substance)	Androgen receptor	A3597029	VC	Y	SNOMEDCT_US	PT
C0034786	Androgen receptor (substance)	Androgen receptor site	A13366242	PF	N	SNOMEDCT_US	IS
C0034786	Androgen receptor (substance)	Androgen receptor (substance)	A3596998	PF	Y	SNOMEDCT_US	FN
C0035094	Renin (substance)	Renin	A2886206	PF	N	SNOMEDCT_US	PT
C0035094	Renin (substance)	Angiotensin-forming enzyme	A2991740	VC	Y	SNOMEDCT_US	SY
C0035094	Renin (substance)	Angiotensinogenase	A2878517	PF	N	SNOMEDCT_US	SY
C0035094	Renin (substance)	Renin (substance)	A3666070	PF	Y	SNOMEDCT_US	FN
C0035285	Reticulin (substance)	Reticulin	A2886225	PF	N	SNOMEDCT_US	PT
C0035285	Reticulin (substance)	Reticulin (substance)	A3669574	PF	Y	SNOMEDCT_US	FN
C0037098	Silicon dioxide (substance)	Silicon dioxide	A2945411	VC	Y	SNOMEDCT_US	PT
C0037098	Silicon dioxide (substance)	Silica	A2886627	PF	N	SNOMEDCT_US	SY
C0037098	Silicon dioxide (substance)	Silicon dioxide (substance)	A3705385	PF	Y	SNOMEDCT_US	FN
C0037659	Product containing somatostatin (medicinal product)	Somatostatin	A2886689	PF	N	SNOMEDCT_US	PT
C0037659	Product containing somatostatin (medicinal product)	Growth hormone inhibiting factor	A2876456	PF	Y	SNOMEDCT_US	SY
C0037659	Product containing somatostatin (medicinal product)	Somatostatin-14	A13007193	PF	N	SNOMEDCT_US	SY
C0037659	Product containing somatostatin (medicinal product)	Somatostatin-14	A22927502	PF	N	SNOMEDCT_US	OAP
C0037659	Product containing somatostatin (medicinal product)	Somatotropin inhibiting factor preparation	A23003387	PF	N	SNOMEDCT_US	OAP
C0037659	Product containing somatostatin (medicinal product)	Somatotropin inhibiting factor preparation	A29554636	PF	N	SNOMEDCT_US	IS
C0037659	Product containing somatostatin (medicinal product)	Somatotropin release inhibiting factor	A3072130	VC	Y	SNOMEDCT_US	SY
C0037659	Product containing somatostatin (medicinal product)	SIF preparation	A4793200	PF	N	SNOMEDCT_US	IS
C0037659	Product containing somatostatin (medicinal product)	Somatostatin preparation	A29544117	PF	N	SNOMEDCT_US	OP
C0037659	Product containing somatostatin (medicinal product)	SRIF	A3065858	PF	Y	SNOMEDCT_US	SY
C0037659	Product containing somatostatin (medicinal product)	Growth hormone release inhibiting hormone	A3137433	PF	Y	SNOMEDCT_US	SY
C0037659	Product containing somatostatin (medicinal product)	SS - Somatostatin	A3197220	PF	Y	SNOMEDCT_US	SY
C0037659	Product containing somatostatin (medicinal product)	Product containing somatostatin (medicinal product)	A29490144	PF	Y	SNOMEDCT_US	FN
C0037659	Product containing somatostatin (medicinal product)	Somatostatin-containing product	A30195954	PF	Y	SNOMEDCT_US	PT
C0037659	Product containing somatostatin (medicinal product)	Product containing somatostatin	A30242070	VCW	Y	SNOMEDCT_US	IS
C0037659	Product containing somatostatin (medicinal product)	Somatostatin product	A30222594	PF	Y	SNOMEDCT_US	OP
C0037659	Product containing somatostatin (medicinal product)	Somatostatin-14 (substance)	A22995394	PF	Y	SNOMEDCT_US	OAF
C0037659	Product containing somatostatin (medicinal product)	Somatotropin inhibiting factor preparation -RETIRED-	A15127579	PF	N	SNOMEDCT_US	IS
C0037659	Product containing somatostatin (medicinal product)	Somatotropin inhibiting factor preparation -RETIRED-	A5045363	PF	Y	SNOMEDCT_US	OF
C0037659	Product containing somatostatin (medicinal product)	Somatostatin preparation (product)	A29519187	PF	Y	SNOMEDCT_US	OF
C0037659	Product containing somatostatin (medicinal product)	Somatostatin preparation (substance)	A5045362	PF	Y	SNOMEDCT_US	OF
C0037659	Product containing somatostatin (medicinal product)	Somatostatin (substance)	A3712035	PF	Y	SNOMEDCT_US	FN
C0037659	Product containing somatostatin (medicinal product)	Somatotropin inhibiting factor preparation (product)	A23013416	PF	Y	SNOMEDCT_US	OAF
C0038975	Simian virus 40 (organism)	Simian virus 40	A3070964	PF	N	SNOMEDCT_US	PT
C0038975	Simian virus 40 (organism)	SV40 virus	A3065955	VC	Y	SNOMEDCT_US	SY
C0038975	Simian virus 40 (organism)	Polyomavirus maccacae 1	A3059439	PF	Y	SNOMEDCT_US	SY
C0038975	Simian virus 40 (organism)	SV40	A3065954	PF	Y	SNOMEDCT_US	SY
C0038975	Simian virus 40 (organism)	Simian virus 40 (organism)	A3705684	PF	Y	SNOMEDCT_US	FN
C0040123	Product containing thyroglobulin (medicinal product)	Thyroglobulin	A2887361	PF	N	SNOMEDCT_US	PT
C0040123	Product containing thyroglobulin (medicinal product)	Thyroglobulin preparation	A29518407	PF	N	SNOMEDCT_US	OP
C0040123	Product containing thyroglobulin (medicinal product)	TG - Thyroglobulin	A3299756	PF	Y	SNOMEDCT_US	SY
C0040123	Product containing thyroglobulin (medicinal product)	Product containing thyroglobulin (medicinal product)	A29505847	PF	Y	SNOMEDCT_US	FN
C0040123	Product containing thyroglobulin (medicinal product)	Thyroglobulin product	A30222329	PF	Y	SNOMEDCT_US	OP
C0040123	Product containing thyroglobulin (medicinal product)	Thyroglobulin-containing product	A30255607	PF	Y	SNOMEDCT_US	PT
C0040123	Product containing thyroglobulin (medicinal product)	Product containing thyroglobulin	A30232278	VCW	Y	SNOMEDCT_US	IS
C0040123	Product containing thyroglobulin (medicinal product)	Thyroglobulin preparation (product)	A29560456	PF	Y	SNOMEDCT_US	OF
C0040123	Product containing thyroglobulin (medicinal product)	Thyroglobulin preparation (substance)	A5050808	PF	Y	SNOMEDCT_US	OF
C0040123	Product containing thyroglobulin (medicinal product)	Thyroglobulin (substance)	A3754711	PF	Y	SNOMEDCT_US	FN
C0040160	Product containing thyrotrophin (medicinal product)	Thyrotropin	A2887374	PF	N	SNOMEDCT_US	SY
C0040160	Product containing thyrotrophin (medicinal product)	Thyrotrophin	A29550183	VO	N	SNOMEDCT_US	PT
C0040160	Product containing thyrotrophin (medicinal product)	Thyroid stimulating hormone	A29497624	VC	Y	SNOMEDCT_US	SY
C0040160	Product containing thyrotrophin (medicinal product)	TSH	A2887717	PF	Y	SNOMEDCT_US	SY
C0040160	Product containing thyrotrophin (medicinal product)	Thyrotropic hormone preparation	A22855801	PF	N	SNOMEDCT_US	OAP
C0040160	Product containing thyrotrophin (medicinal product)	Thyrotrophic hormone product	A23018613	PF	N	SNOMEDCT_US	OAS
C0040160	Product containing thyrotrophin (medicinal product)	TSH preparation	A23026383	PF	N	SNOMEDCT_US	OAS
C0040160	Product containing thyrotrophin (medicinal product)	Thyrotrophin product	A30190394	PF	N	SNOMEDCT_US	OP
C0040160	Product containing thyrotrophin (medicinal product)	Thyrotrophin (substance)	A29537062	PF	Y	SNOMEDCT_US	FN
C0040160	Product containing thyrotrophin (medicinal product)	Thyrotrophin-containing product	A30245479	PF	Y	SNOMEDCT_US	PT
C0040160	Product containing thyrotrophin (medicinal product)	Product containing thyrotrophin	A30192474	VCW	Y	SNOMEDCT_US	IS
C0040160	Product containing thyrotrophin (medicinal product)	Product containing thyrotrophin (medicinal product)	A29546983	PF	Y	SNOMEDCT_US	FN
C0040160	Product containing thyrotrophin (medicinal product)	Thyrotropic hormone preparation (product)	A22952395	PF	Y	SNOMEDCT_US	OAF
C0040160	Product containing thyrotrophin (medicinal product)	Thyrotropic hormone preparation (substance)	A5050902	PF	Y	SNOMEDCT_US	OF
C0040160	Product containing thyrotrophin (medicinal product)	Thyroid stimulating hormone (substance)	A29560305	PF	Y	SNOMEDCT_US	OF
C0040160	Product containing thyrotrophin (medicinal product)	Thyrotrophin product (product)	A29503420	PF	Y	SNOMEDCT_US	OF
C0040160	Product containing thyrotrophin (medicinal product)	Thyrotrophin product (substance)	A5050900	PF	Y	SNOMEDCT_US	OF
C0040380	Product containing tolonium chloride (medicinal product)	Tolonium chloride	A23025904	PF	N	SNOMEDCT_US	OAP
C0040380	Product containing tolonium chloride (medicinal product)	Tolonium chloride	A29555718	PF	N	SNOMEDCT_US	PT
C0040380	Product containing tolonium chloride (medicinal product)	Tolonium chloride	A29555900	PF	N	SNOMEDCT_US	OP
C0040380	Product containing tolonium chloride (medicinal product)	Toluidine blue O	A23002145	VC	N	SNOMEDCT_US	OAS
C0040380	Product containing tolonium chloride (medicinal product)	Toluidine blue O	A3881286	VC	Y	SNOMEDCT_US	SY
C0040380	Product containing tolonium chloride (medicinal product)	Toluidine blue	A3883703	VC	Y	SNOMEDCT_US	SY
C0040380	Product containing tolonium chloride (medicinal product)	Product containing tolonium chloride (medicinal product)	A29510848	PF	Y	SNOMEDCT_US	FN
C0040380	Product containing tolonium chloride (medicinal product)	Tolonium chloride-containing product	A30255612	PF	Y	SNOMEDCT_US	PT
C0040380	Product containing tolonium chloride (medicinal product)	Product containing tolonium chloride	A30242011	VCW	Y	SNOMEDCT_US	IS
C0040380	Product containing tolonium chloride (medicinal product)	Toluidine blue (substance)	A5051315	PF	Y	SNOMEDCT_US	OF
C0040380	Product containing tolonium chloride (medicinal product)	Tolonium chloride (substance)	A22944247	PF	N	SNOMEDCT_US	OAF
C0040380	Product containing tolonium chloride (medicinal product)	Tolonium chloride (substance)	A29557838	PF	Y	SNOMEDCT_US	FN
C0040380	Product containing tolonium chloride (medicinal product)	Toluidine blue stain (substance)	A29524668	PF	Y	SNOMEDCT_US	OF
C0040380	Product containing tolonium chloride (medicinal product)	Toluidine blue stain	A29555709	PF	Y	SNOMEDCT_US	SY
C0040380	Product containing tolonium chloride (medicinal product)	Tolonium chloride product	A30262353	PF	Y	SNOMEDCT_US	OP
C0040380	Product containing tolonium chloride (medicinal product)	Tolonium chloride (product)	A29530019	VO	Y	SNOMEDCT_US	OF
C0040556	Toxoplasma (organism)	Toxoplasma	A2887494	PF	N	SNOMEDCT_US	PT
C0040556	Toxoplasma (organism)	Toxoplasma, NOS	A4797589	VO	N	SNOMEDCT_US	IS
C0040556	Toxoplasma (organism)	Genus: Toxoplasma	A3284077	PF	Y	SNOMEDCT_US	SY
C0040556	Toxoplasma (organism)	Toxoplasma species (organism)	A24243965	PF	Y	SNOMEDCT_US	OAF
C0040556	Toxoplasma (organism)	Toxoplasma (organism)	A3759379	PF	Y	SNOMEDCT_US	FN
C0040556	Toxoplasma (organism)	Toxoplasma species	A24251793	PF	N	SNOMEDCT_US	OAP
C0040556	Toxoplasma (organism)	Toxoplasma species	A24250465	PF	Y	SNOMEDCT_US	SY
C0041236	Trypsin (substance)	Trypsin	A23046218	VC	N	SNOMEDCT_US	OAP
C0041236	Trypsin (substance)	Trypsin	A2887712	VC	N	SNOMEDCT_US	PT
C0041236	Trypsin (substance)	Trypsin	A4714969	VC	N	SNOMEDCT_US	OF
C0041236	Trypsin (substance)	Alpha- and beta-trypsin	A30227774	PF	Y	SNOMEDCT_US	SY
C0041236	Trypsin (substance)	alpha- and beta-Trypsin	A30259626	VC	N	SNOMEDCT_US	IS
C0041236	Trypsin (substance)	Trypsin (substance)	A22929910	PF	N	SNOMEDCT_US	OAF
C0041236	Trypsin (substance)	Trypsin (substance)	A3766068	PF	Y	SNOMEDCT_US	FN
C0041348	Tubulin (substance)	Tubulin	A2887727	PF	N	SNOMEDCT_US	PT
C0041348	Tubulin (substance)	Tubulin (substance)	A3766727	PF	Y	SNOMEDCT_US	FN
C0041538	Ubiquitin (substance)	Ubiquitin	A2887771	PF	N	SNOMEDCT_US	PT
C0041538	Ubiquitin (substance)	Ubiquitin (substance)	A3769166	PF	Y	SNOMEDCT_US	FN
C0041980	Uric acid (substance)	Uric acid	A2950414	VC	Y	SNOMEDCT_US	PT
C0041980	Uric acid (substance)	Uric acid, NOS	A4798432	VO	N	SNOMEDCT_US	IS
C0041980	Uric acid (substance)	UA - Uric acid	A3240842	PF	Y	SNOMEDCT_US	SY
C0041980	Uric acid (substance)	Uric acid (substance)	A3773862	PF	Y	SNOMEDCT_US	FN
C0042338	Human herpesvirus 3 (organism)	Human herpesvirus 3	A3031272	PF	N	SNOMEDCT_US	PT
C0042338	Human herpesvirus 3 (organism)	Herpes zoster	A2933029	PF	Y	SNOMEDCT_US	SY
C0042338	Human herpesvirus 3 (organism)	Varicella-zoster virus	A2950693	VC	Y	SNOMEDCT_US	SY
C0042338	Human herpesvirus 3 (organism)	VZV - Varicella-zoster virus	A3081809	PF	Y	SNOMEDCT_US	SY
C0042338	Human herpesvirus 3 (organism)	HZ - Herpes zoster virus	A3286316	PF	Y	SNOMEDCT_US	SY
C0042338	Human herpesvirus 3 (organism)	HZ - Herpes zoster	A3286317	PF	Y	SNOMEDCT_US	SY
C0042338	Human herpesvirus 3 (organism)	Human herpesvirus 3 (organism)	A3497755	PF	Y	SNOMEDCT_US	FN
C0042338	Human herpesvirus 3 (organism)	Human (alpha) herpes virus 3	A3031091	PF	Y	SNOMEDCT_US	SY
C0042395	Vasoactive intestinal peptide (substance)	Vasoactive intestinal peptide	A3082100	VC	Y	SNOMEDCT_US	PT
C0042395	Vasoactive intestinal peptide (substance)	Vasoactive intestinal polypeptide	A2984912	VC	Y	SNOMEDCT_US	SY
C0042395	Vasoactive intestinal peptide (substance)	VIP	A2950578	PF	N	SNOMEDCT_US	SY
C0042395	Vasoactive intestinal peptide (substance)	VIP - Vasoactive intestinal polypeptide	A3216992	PF	Y	SNOMEDCT_US	SY
C0042395	Vasoactive intestinal peptide (substance)	Vasoactive intestinal peptide (substance)	A3779272	PF	Y	SNOMEDCT_US	FN
C0042666	Vimentin (substance)	Vimentin	A2887976	PF	N	SNOMEDCT_US	PT
C0042666	Vimentin (substance)	Vimentin (substance)	A3781880	PF	Y	SNOMEDCT_US	FN
C0061856	Gram stain (substance)	Gram stain	A2915878	VO	Y	SNOMEDCT_US	PT
C0061856	Gram stain (substance)	Gram stain (substance)	A3480203	PF	Y	SNOMEDCT_US	FN
C0061878	Granzyme B (substance)	Granzyme B	A3480589	VC	N	SNOMEDCT_US	PT
C0061878	Granzyme B (substance)	Cytotoxic T-lymphocyte proteinase 2	A20828754	PF	Y	SNOMEDCT_US	SY
C0061878	Granzyme B (substance)	Cytotoxic t-lymphocyte proteinase 2	A30190012	VC	Y	SNOMEDCT_US	IS
C0061878	Granzyme B (substance)	Granzyme B (substance)	A3480588	PF	Y	SNOMEDCT_US	FN
C0065274	Luxol fast blue stain (substance)	Luxol fast blue	A3881196	PF	Y	SNOMEDCT_US	SY
C0065274	Luxol fast blue stain (substance)	Luxol fast blue stain	A3902140	PF	Y	SNOMEDCT_US	PT
